job_url,site,title,company,company_url,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
"https://www.glassdoor.com/job-listing/unreal-engineer-motion-recruitment-JV_IC1128209_KO0,15_KE16,34.htm?jl=1009000752550",glassdoor,Unreal Engineer,Motion Recruitment,,"Centerville, UT",,2023-11-28,yearly,140000,160000,USD,False,,,,
"https://www.glassdoor.com/job-listing/associate-technical-support-engineer-nice-systems-JV_IC1128290_KO0,36_KE37,49.htm?jl=1008971754464",glassdoor,Associate Technical Support Engineer,NICE Systems,,"Sandy, UT",,2023-11-09,yearly,51732,70917,USD,False,,,,
"https://www.glassdoor.com/job-listing/senior-user-experience-developer-nice-systems-JV_IC1128290_KO0,32_KE33,45.htm?jl=1008971755406",glassdoor,Senior User Experience Developer,NICE Systems,,"Sandy, UT",,2023-11-09,yearly,83642,113256,USD,False,,,,
"https://www.glassdoor.com/job-listing/software-engineer-mid-level-nice-systems-JV_IC1128290_KO0,27_KE28,40.htm?jl=1009006979389",glassdoor,Software Engineer (Mid-level),NICE Systems,,"Sandy, UT",,2023-12-01,yearly,70855,101960,USD,False,,,,
"https://www.glassdoor.com/job-listing/software-engineer-aws-go-nice-systems-JV_IC1128290_KO0,24_KE25,37.htm?jl=1008987423584",glassdoor,"Software Engineer (AWS, GO)",NICE Systems,,"Sandy, UT",,2023-11-18,yearly,68329,90694,USD,False,,,,
"https://www.glassdoor.com/job-listing/team-lead-devops-engineer-nice-systems-JV_IC1128290_KO0,25_KE26,38.htm?jl=1008953582541",glassdoor,Team Lead DevOps Engineer,NICE Systems,,"Sandy, UT",,2023-10-31,,,,,False,,,,
"https://www.glassdoor.com/job-listing/dash-developer-zontal-inc-JV_IC1128247_KO0,14_KE15,25.htm?jl=1008968834122",glassdoor,Dash Developer,ZONTAL Inc,,"Provo, UT",,2023-11-08,,,,,False,,,,
"https://www.glassdoor.com/job-listing/technical-project-manager-solutionstream-llc-JV_IC1128232_KO0,25_KE26,44.htm?jl=1009010622986",glassdoor,Technical Project Manager,SolutionStream LLC.,,"American Fork, UT",,2023-12-03,yearly,82361,128019,USD,False,,,,
https://www.ziprecruiter.com/k/l/AAKaRoa66Aipwp9d54Ek2ikCEkjiEAYvu2NyaEqQAYM4X4PZ-NWNd-c-MwrD2L2Q7wtG5-ESYLw2BTnedTQ1ivqR7VtyUZUfXxz1VFn4wL00GWZ_-fZs-cfntxGoUJipjt9RFKnAmoC2rS-A2YqGaPliQFWUk7Z2M1RbRMrQvvkJinG-Pcg1oFNYNxl0uaJdjRRGiNXUdWqMCF9SgbsVZDZk7YQpcMnix6VZJg,zip_recruiter,Software Engineer,"Yoh, A Day & Zimmermann Company",,"Salt Lake City, UT, USA",contract,2023-12-04,hourly,55,65,USD,,1,,,"Immediate need for a Software Engineer with a Financial Services firm. This is a long-term contract role and a hybrid work week.MUST BE LOCAL TO THE AREAUS CITIZEN AND GREEN CARDS CANDIDATES ARE PREFERREDLooking for a Software Engineer with six plus years Java development experience with Java, Spring/Springboot and two years’ experience using any Content Management System (Tridion, WordPress, AEM preferred. Experience using AWS, Nodejs application development, RESTful and automation test frameworks. Experience with software configuration management tools such as Git, Jenkins, or UDeploy.NOTICE: Any pay ranges displayed are estimations. Actual pay is determined by an applicant's experience, technical expertise, and other qualifications as listed in the job description. All qualified applicants are welcome to apply."
https://www.ziprecruiter.com/k/l/AAJLCiK1jGyrg-ncJ4CIxGaZjueP6UgfZsjmJHOaacaEdK7pbS9bqMy0OvspUYRxfa4pvL1iOPWGf7qGgrC3XwnAvphDr6vTHPdfalPdbzSnhONVH0h--HZaBqxvh2Cq0uXRymnmqGotU6KmX5tO8slWfjH5CIFL-5ZMNLUUqr5xaA3JNvvXqAjgf7Nr4ZM3d5k3Q1rPQ1yvEjI0zpg3psj2J66dGo99ws2L_g,zip_recruiter,Full Stack Developer,American Cruise Lines,,"Salt Lake City, UT, USA",fulltime,2023-12-04,,,,,,1,,,"Full-Stack Developer American Cruise Lines, the largest cruise line in the United States, has an immediate opening for a Full-Stack Developer based in its Sandy, UT corporate office. Full-Stack Developer Duties and Responsibilities Modifying and testing changes to previously developed programsTesting and providing feedback to management during the development processMaintaining and upgrading the software following deploymentManaging the end-to-end life cycle for the production of software and applicationsWorking toward participating in the complete software development process from conception to deploymentWriting, building, and deployment of softwareFull-Stack Developer Skills and QualificationsFront-end technology: Expertise in front-end technologies, including JavaScript, CSS3 and HTML5 and third-party libraries including Angular or AngularJS and jQueryDevelopment languages: Knowledge of server-side programming languages including c# and .NetDatabase and cache: Familiarity with DBMS technology, including SQLServerBasic design ability: Including knowledge of UI/UX and basic prototype designServer: Experience working with Windows IIS and Apache serversExcellent writing and communication skillsAbility to understand a component of a proposed system and be able to build it with guidanceEducational/Experience RequirementsBachelor’s degree in computer science or another related technical fieldOr associate’s degree with 3-5 years of work experience2-5 years of experience"
https://www.ziprecruiter.com/ek/l/AAI5dCUjMhsP5wa0x8g-oqlh-jJ8XbugHv48-0ukpiXfEO2gA3MmPYk-anKNHcrNCeF1RwHNNIqZ_ktzWEidT-FwncwQkdxaH-7aZ-ZGZ3F5vOxAn9cfn4wdkCWZJXCw6lx4YhdLPyTsAaa5l6xi_zGR84OJ1uh72fCrPh35xZX_T3xJRCTqy8mzZ4_migNrzDH4Qe_JbHiC3hCBqwqKHcTk2zhD52u7GQ,zip_recruiter,Kids Instructor,Life Time,,"South Jordan, UT, USA",,2023-12-04,,,,,,0,,,"... minded programming for our children. They organize, instruct and implement safe, fun and entertaining activities and games for children between the ages of three months to 11 years in the Kids ..."
https://www.ziprecruiter.com/k/l/AAIm3WoVTbIt5hsvGfIrvs7_pb8pGH8v3SU-iRYSQLMKW4qD_-hNcbJIo5QW9nL1fhekp2f6eWI1fTKCL8TFNDt7EjxbWifWTFiq9q8GLv51kkVtYtyCWyQ-iGOvZwwa5M9h4kWbN2mLWVGh0m-RBAK-hbwbIJ3cDzKEXozGK471vTMIqkfSuGlfm49CYuLp77YkXywqPzMYLNT7HwWdbTrO-Yfg61Ob8V5Miw,zip_recruiter,Senior Engineer - Studies,Rio Tinto,,"Salt Lake City, UT, USA",fulltime,2023-12-04,yearly,101100,138900,USD,,0,,,"Senior Engineer – StudiesBe a part of World’s Leading Mining OrganizationPrevious experience in project management and studiesRole based in Salt Lake City, UtahI Band About the roleFinding better ways to provide the materials the world needs.We are looking for a Senior Engineer - Projects that has experience with planning and delivery of studies from initiation to feasibility and execution of projects including management of detailed engineering and construction. This role will focus on sustaining and growth studies across our value stream (Minerals and Metals plants).This role is a great opportunity for someone that is focused on achieving objectives through managing resources, budgets, changes, and risks. Studies and execution work may be related to capital projects, functional or cross-functional projects or business improvement initiatives. Reporting to the Manager – Studies, you will be:Maintaining continuous alignment of project scope with business objectives.Managing projects through their various study stages and execution.Monitoring, managing and reporting all relevant project performance indicators to meet business requirements.Demonstrating commitment to HSE Management in a Project environment.Managing both internal and external stakeholder approvals to move the project through the various development stages, implementation and handover.About youTo be successfully considered for this role, you will have:College degree in Engineering; mechanical, processing, electrical or metallurgical engineering preferred.Project management certification or advanced project management training.5 to 10 years of progressively responsible experience in study and project management experience in heavy industry.Strong written and verbal communication skills and experience with computer system applications, including Word, Excel, MS Project.Proven stakeholder management experienceIt will also be beneficial if you have:Broad understanding of program management, project management, project controls, business improvement, contract management, risk management & change management.Experience managing projects at a smelter or refinery.Knowledge of Project based software tools and systems.Understanding of Rio Tinto project governance.What we offer We are committed to providing our employees with a generous benefits package. Be recognized for your contribution, your thinking, your hard work, and go home knowing you’ve helped the world progress, we provide:A safety-focused and inclusive working environmentAdvantageous salary package with annual cash incentive awards (STIP) for eligible employeesAccess to top-tier family-friendly health programs including medical, prescription drug, dental, vision, life insurance coverage, and various voluntary benefits.Excellent retirement plan including up to 6% defined company contribution; Generous 401k matching programGenerous Rio Tinto employee share program, which allows you to purchase Rio Tinto Company shares.Comprehensive leave policies which cover all moments that matter in life: PTO (paid time off), paid holidays, and paid bereavement leave.A favorable child-caregiver leave program (Up to 100% salary top-up)Discount programs for leisure purposes and access to Virgin Pulse with incentives supporting your wellbeingOngoing Employee Assistance Program (EAP) for you and your family; to help in addressing educational opportunities, addiction treatment, depression, stress, domestic issues, financial management, and legal concerns.Our team and industry experts are here to support and work with you to explore your learning potential and career goalsAbout Rio TintoRio Tinto is a leading global mining and materials company. We operate in 35 countries where we produce iron ore, copper, aluminium, critical minerals and other materials needed for the global energy transition and for people, communities, and nations to thrive. We have been mining for 150 years and operate with knowledge built up across generations and continents. Our purpose is finding better ways to provide the materials the world needs – striving for innovation and continuous improvement to produce materials with low emissions and to the right environmental, social and governance standards. But we can’t do it on our own, so we’re focused on creating partnerships to solve problems, create win-win and meet opportunitiesWhere you will be workingRio Tinto Kennecott is a fully integrated mining operation located just outside Salt Lake City, Utah, US. Kennecott is a wholly owned subsidiary of Rio Tinto. For 120 years, Kennecott has been mining and processing minerals from the rich orebody of the Bingham Canyon Mine. Kennecott is a strong economic driver and strives to be a valuable community partner through strategic partnerships, charitable giving and sustainable development practices.Every Voice MattersAt Rio Tinto, we particularly welcome and encourage applications from Indigenous Peoples, women, the LGBTQ+ community, mature workers, people with disabilities and people from different cultural backgrounds.Equal Opportunity Employer M/F/D/VRio Tinto participates in E-Verify to confirm work authorization. Please visit http://www.uscis.gov/ for more information.We are committed to an inclusive environment where people feel comfortable to be themselves. We want our people to feel that all voices are heard, all cultures respected and that a variety of perspectives are not only welcome – they are essential to our success. We treat each other fairly and with dignity regardless of race, gender, nationality, ethnic origin, religion, age, sexual orientation or anything else that makes us different."
