job_url,site,title,company,company_url,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
"https://www.glassdoor.com/job-listing/senior-medical-economics-analyst-longevity-health-plan-JV_KO0,32_KE33,54.htm?jl=1008871892702",glassdoor,Senior Medical Economics Analyst,Longevity Health Plan,,United States,,2023-09-15,yearly,83000,104000,USD,False,,,,
"https://www.glassdoor.com/job-listing/systems-business-analyst-robert-half-JV_IC1128289_KO0,24_KE25,36.htm?jl=1008974381030",glassdoor,Systems Business Analyst,Robert Half,,"Salt Lake City, UT",,2023-11-11,hourly,55,65,USD,False,,,,
"https://www.glassdoor.com/job-listing/medical-policy-analyst-state-of-utah-JV_IC1128289_KO0,22_KE23,36.htm?jl=1009009214563",glassdoor,Medical Policy Analyst,State of Utah,,"Salt Lake City, UT",,2023-12-01,hourly,27,43,USD,False,,,,
"https://www.glassdoor.com/job-listing/data-science-analyst-university-of-utah-health-JV_IC1157881_KO0,20_KE21,46.htm?jl=1009004168925",glassdoor,Data Science Analyst,University of Utah Health,,"Murray, UT",,2023-11-29,yearly,66125,100342,USD,False,,,,
"https://www.glassdoor.com/job-listing/project-business-analyst-intermountain-healthcare-JV_IC1157881_KO0,24_KE25,49.htm?jl=1009012679241",glassdoor,Project/Business Analyst,Intermountain Healthcare,,"Murray, UT",,,hourly,29,46,USD,False,,,,
"https://www.glassdoor.com/job-listing/analyst-compensation-operations-adobe-JV_IC1128238_KO0,31_KE32,37.htm?jl=1009009841023",glassdoor,"Analyst, Compensation Operations",Adobe,,"Lehi, UT",,2023-12-02,yearly,71500,152900,USD,False,,,,
"https://www.glassdoor.com/job-listing/research-assistant-analyst-university-of-utah-JV_IC1128289_KO0,26_KE27,45.htm?jl=1009004431112",glassdoor,Research Assistant/Analyst,University of Utah,,"Salt Lake City, UT",,2023-11-30,hourly,12,21,USD,False,,,,
"https://www.glassdoor.com/job-listing/business-systems-analyst-hybrid-work-schedule-enterprise-services-JV_IC1128283_KO0,45_KE46,65.htm?jl=1009013000294",glassdoor,Business Systems Analyst (hybrid work schedule),Enterprise Services,,"Midvale, UT",,,yearly,76356,110071,USD,False,,,,
"https://www.glassdoor.com/job-listing/risk-management-analyst-salt-lake-city-corp-JV_IC1128289_KO0,23_KE24,43.htm?jl=1009002066223",glassdoor,Risk Management Analyst,SALT LAKE CITY CORP,,"Salt Lake City, UT",,2023-11-28,hourly,27,37,USD,False,,,,
"https://www.glassdoor.com/job-listing/application-support-analyst-process-control-software-or-data-historian-or-hmi-or-scada-software-cgi-group-inc-JV_IC1128289_KO0,95_KE96,109.htm?jl=1009007013623",glassdoor,Application Support Analyst (process control software or Data Historian or HMI or SCADA software),"CGI Group, Inc.",,"Salt Lake City, UT",,2023-12-01,yearly,87856,118854,USD,False,,,,
"https://www.glassdoor.com/job-listing/senior-business-analyst-nice-systems-JV_IC1128290_KO0,23_KE24,36.htm?jl=1009004389869",glassdoor,Senior Business Analyst,NICE Systems,,"Sandy, UT",,2023-11-30,yearly,79648,105258,USD,False,,,,
"https://www.glassdoor.com/job-listing/is-business-analyst-ii-biomérieux-JV_IC1128289_KO0,22_KE23,33.htm?jl=1008999918111",glassdoor,IS Business Analyst II,bioMérieux,,"Salt Lake City, UT",,2023-11-27,yearly,67194,88706,USD,False,,,,
"https://www.glassdoor.com/job-listing/supply-chain-systems-analyst-intermountain-healthcare-JV_IC1128283_KO0,28_KE29,53.htm?jl=1009009441452",glassdoor,Supply Chain Systems Analyst,Intermountain Healthcare,,"Midvale, UT",,2023-12-01,hourly,28,50,USD,False,,,,
"https://www.glassdoor.com/job-listing/business-analyst-real-estate-technical-services-midvale-ut-enterprise-services-JV_IC1128283_KO0,58_KE59,78.htm?jl=1009013000396",glassdoor,"Business Analyst - Real Estate Technical Services - Midvale, UT",Enterprise Services,,"Midvale, UT",,,yearly,59466,89238,USD,False,,,,
