job_url,site,title,company,company_url,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
https://www.indeed.com/viewjob?jk=7e5c74d35c662989,indeed,Video Game Designer,"Kadiak, LLC",https://www.indeed.com/cmp/Koniag-Government-Services-3,"Fort Eustis, VA, USA",,2023-09-18,,,,,False,0,,accommodations@koniag-gs.com,"Kadiak, LLC Job ID 23200222 Kadiak, LLC , a Koniag Government Services company, is seeking an experienced Video Game Designer to support Kadiak, LLC and our government customer at Fort Eustis, VA. This is a remote opportunity. We offer competitive compensation and an extraordinary benefits package including health, dental and vision insurance, 401K with company matching, flexible spending accounts, paid holidays, three weeks paid time off, and more. Position Overview: Koniag Management Solutions (KMS) is looking for a highly qualified Video Game Designer to support our government customer located in Fort Eustis, VA. This opportunity offers the chance to work with some of the best and brightest minds in the Department of Defense (DoD) and US Industry to develop and implement Training and Education (T&E) products and support services for the Department of the Army and its Army Virtual Learning Environment (AVLE) 2.0. Essential Functions, Responsibilities & Duties may include, but are not limited to: AVLE 2.0 is a revolutionary concept that will shift the way the Army develops and delivers training and education products to the total force. AVLE 2.0 leverages new learning using technologies in courseware design and delivery to enable the execution of rigorous, relevant, and tailorable learning content at the point of need. The AVLE 2.0 provides a total Army capability that will enable a dynamic learning environment to support the Active, Reserve and Army Civilian professional workforce with products developed at the newly defined interactivity levels of 0 through 4. AVLE 2.0 provides the Army the ability to achieve a more effective and efficient T&E environment that will establish the conditions that are vital for the preparation of mission-ready Soldiers, leaders, civilians, and organizations. AVLE 2.0 provides T&E, which can be delivered anytime and anywhere, with or without an instructor, to new and varied delivery platforms. The successful candidate will provide the following: Support the provision of an Army Virtual Learning Environment (AVLE) 2.0 for Training and Education (T&E) products for the Department of the Army. The AVLE 2.0 provides a total Army capability that will enable a dynamic learning environment to support the Active, Reserve and Army Civilian professional workforce with products developed at the newly defined interactivity levels of 0 through 4. Design and develop video games for the AVLE 2.0, focusing on T&E products for the US Army Collaborating with stakeholders, instructional designers, and subject matter experts to understand training objectives and requirements for AVLE 2.0 Utilize computer graphic techniques and tools to create visually appealing and immersive gaming experiences. Develop game mechanics, gameplay systems, and level designs that provide a dynamic learning environment. Incorporate scoring and assessment mechanisms specific to Army Games for Training (AGFT), allowing for effective tracking and evaluation of learner performance. Implement scoring mechanisms for Distributed Learning (DL) within AGFT Integrate immersive multimedia or computer-simulated virtual or augmented reality elements into the game design, creating real-life scenarios where learners respond to sensory cues. Conduct user testing and gathering feedback to refine and improve the gameplay mechanics, visuals, and overall user experience of the games. Collaborate with the development team, including programmers, artists, and sound designers, to ensure the successful implementation of game design elements. Optimize game performance, including load times, frame rates, and memory usage, to ensure smooth gameplay experiences. Stay up to date with emerging trends, technologies, and best practices in video game design, computer graphics, VR development, and immersive learning experiences. Work Experience, Knowledge, Skills & Abilities: B.S. of Computer Science (Specialization in Computer Graphics) Minimum of five (5) years of paid experience developing successful Army Games for Training (AGFT) scoring DL that must have included successful development. Minimum of at least one (1) year of experience using Microsoft C# in support VR development Experience with Level 4 IMI - immersive multimedia or computer-simulated virtual or augmented reality, in which the learner engages in a real-life scenario responding to sensory cues. Knowledge of the US Army, TRADOC or The Army Distributed Learning Program (TADLP) is a plus. Working Environment & Conditions This job operates in a professional office environment and has a noise level of mostly low to moderate. This role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines. This position is primarily indoors, consistent with a standard office position and has a noise level of mostly low to moderate. The incumbent is required to stand, walk; sit; use hands to finger, handle, or feel objects, tools, or controls; reach with hands and arms; talk and hear. The workload may require the incumbent to sit for extended periods of time. The incumbent must be able to read, do simple math calculations and withstand moderate amounts of stress. The incumbent must occasionally lift and/or move up to 25 lbs. Specific vision abilities required by the job include close vision, distance vision, color vision, depth perception, and the ability to adjust focus. Our Equal Employment Opportunity Policy The company is an equal opportunity employer. The company shall not discriminate against any employee or applicant because of race, color, religion, creed, sex, sexual orientation, gender, or gender identity (except where gender is a bona fide occupational qualification), national origin, age, disability, military/veteran status, marital status, genetic information, or any other factor protected by law. We are committed to equal employment opportunity in all decisions related to employment, promotion, wages, benefits and all other privileges, terms, and conditions of employment. The company is dedicated to seeking all qualified applicants. If you require accommodation to navigate or to apply for a position on our website, please contact Heaven Wood via e-mail at accommodations@koniag-gs.com or by calling 703-488-9377 to request accommodation. Koniag Government Services (KGS) is an Alaska Native Owned corporation supporting the values and traditions of our native communities through an agile employee and corporate culture that delivers Enterprise Solutions, Professional Services and Operational Management to Federal Government Agencies. As a wholly owned subsidiary of Koniag, we apply our proven commercial solutions to a deep knowledge of Defense and Civilian missions to provide forward leaning technical, professional, and operational solutions. KGS enables successful mission outcomes for our customers through solution-oriented business partnerships and a commitment to exceptional service delivery. We ensure long-term success with a continuous improvement approach while balancing the collective interests of our customers, employees, and native communities. For more information, please visit www.koniag-gs.com. Equal Opportunity Employer/Veterans/Disabled. Shareholder Preference in accordance with Public Law 88-352"
https://www.indeed.com/viewjob?jk=9869d78e15c3a793,indeed,Multimedia Specialist,"Kadiak, LLC",https://www.indeed.com/cmp/Koniag-Government-Services-3,"Fort Eustis, VA, USA",,2023-09-18,,,,,False,0,,,"Collaborating with instructional designers, subject matter experts, and software developers to understand project requirements and translate them into visually…"
https://www.indeed.com/viewjob?jk=2727022267a98c8b,indeed,Software Engineer,SimIS Inc.,,"Portsmouth, VA, USA",fulltime,2022-07-18,yearly,55000,65000,USD,False,0,,,"Knowledge and experience with programming languages (e.g., JavaScript, Python, C/C++, C#), web apis such as REST, markup languages (HTML, HTML5, XML), web…"
https://www.ziprecruiter.com/k/l/AALyYPzQU1R7NZ6ZNuu7C26XAwisbUUhKQ31n5o2_Ex1eZEQso_R7tA1z9-dtTccW9quvno6WqN6pZ91iZD7vBt_WjM4FXfxKXzTBCiI8NPNSvXQ4fbO9p52WfaZQjhk8_y4uOF9RLf8Tfsj0JqRviWvwFhhNUt_mrhqDY_XEqr28SzyTdDVkBMIHoq5Gspb0IAVslx0Q3mkPUGaxDOJ6hOkacjVnUAJlYjX,zip_recruiter,Software Developer (Mid-Level),MI Technical Solutions,,"Chesapeake, VA, USA",fulltime,2023-12-04,yearly,80000,110000,USD,,0,,," Who we are: MI Technical Solutions is a Women-Owned Small Business (WOSB) comprised of a broad range of talented employees that provide diversified engineering and technical support services since 2004! Our team works tirelessly to build a respected, results-oriented brand. We are headquartered in Chesapeake, VA with employees located near each of the Navy Fleet Centers within the continental United States (San Diego, Jacksonville, Seattle, New England, Norfolk) as well as Hawaii and Japan.  As a Software Developer at MI Technical Solutions, you will build full-stack web applications as well as stand-alone applications to benefit our government customers. You will work in a fast-paced environment with a development team that’s responsible for the full software development life cycle, from conception to deployment.  You will work on enterprise and dynamic web applications, while creating and updating web pages, middleware, and databases/datastores. You will write custom code and utilize approved 3rd party applications. You will be responsible for the creation and maintenance of both the front-end and back-end of the applications as well as production support. You should be comfortable creating and accessing APIs and other data sources. You will utilize source-control and employ DevOps principles in the creation of the software. You will work with other team members to deploy the software and administer the servers, as well as respond to escalated trouble tickets.  You should also be able to use a range of different technologies and languages to design and develop software applications.  Requirements: Three or more years of development experience Bachelors in either Computer Science, Information Systems, Information Technology, Engineering, Business, or Mathematics Possess a government clearance or have the ability to obtain a clearance. Familiarity with the following languages and technologies: Mobile/Web Development, Front-End and Back-End Development Skills Programming Languages - C#, Python, JavaScript, HTML, CSS, SQL, PowerShell Frameworks/Libraries -.Net Core, ASP.NET MVC, jQuery, Bootstrap, Django, web2py, JSON Servers - Node.js, Apache, or IIS IDEs - Visual Studio, PyCharm, or similar IDEs Familiarity with the following development methodologies / tools:Agile Test-Driven Development Unit Testing Git Jenkins  We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.  Job Type: Full-time  Benefits: 401(k) Dental insurance Employee assistance program Employee discount Flexible schedule Flexible spending account "
https://www.ziprecruiter.com/k/l/AAL-eZDpecQTOO60kjwrEEQ5bQdRUyAy69qcyoKUXfoILOu7ktbrK6LjIBv2fmEfAeQYPrbxeSe-L_UZY1pCX6tCaChrNQ-BcUFis7-2tDh-z0V5qPg48aDV38CuJsmm2O_jTGU_0WUelT6r2_YqyR3NzJjH2bHNiMmofU4BLM7J5oiJ2DTkMZNobDfewyI475lFvIR2cH4u-uMyhPCm1Q,zip_recruiter,Lecturer in Game Development & Game Programming (Non-Tenure Track),Virginia Jobs,,"Norfolk, VA, USA",,2023-12-04,,,,,,0,,,"Lecturer in Game Development & Game Programming (Non-Tenure Track) Agency: ACADEMIC AFFAIRS Location: Norfolk, VA FLSA: Hiring Range: Full Time or Part Time: Additional Detail Job Description: The ..."
https://www.ziprecruiter.com/k/l/AAL2a9VIU4Yq7wLqILX52NLE-K2bwb57BgQ-_5SzzYqKK6wWq29r3s-5n0ONbmYNqP8V2mZHeEP85oKfn4dMk_oL4THPvosXMXYch1Bi6SviUSLhFiOHXglIAyco3NhxSrzLRUDkrxHVtcz2XcQCSi3WBZ3A9fYA7tv5pS8Rqg51NTJTRzHEIgJyIfvtgSbevlIDkW0GpShiUw2XHbqlJrqHH2En9tJBuStr,zip_recruiter,Software Engineer,"TechComp, Inc",,"Chesapeake, VA, USA",fulltime,2023-12-04,yearly,85000,115000,USD,,0,,,"· Job descriptionJoin us for an exciting career with a well-established Controls and Data Systems Integrator as a Software Engineer in the Chesapeake, Va. area. This person will be responsible for developing manufacturing automation projects for Fortune 500 Companies utilizing the latest in automation technologies. Software Engineer are given the opportunity to work on projects from the initial planning stages to field installation and commissioning. · Software Engineer Responsibilities include:o Works with our team to develop and define application scope and objectives and prepare functional and/or technical specifications.o Development of complex customer technology platforms or architectures.o Develops and performs system testing, fixes defects identified during testing, and re-executes unit tests to validate results.o Aids in integrating activities for successful implementation and support of project efforts.o Provides support and monitors the system to identify system deficiencies.o Understand testing best practices; develop and perform system testing, fix defects identified during testing, and re-execute unit tests to validate results.o Follows the software development life cycle process to deploy code into multiple environments, including deploying code into a Production environment.o Understand and adheres to Waterfall and Agile methodologies. · Software Engineer Requirements:o 2-4 years of experience as a Software Engineero Strong Object-Oriented programming skills working with the Microsoft development stack and applications. Strong .Net Core, C#, and VB.Net experience and skills.o Experience working with relational databases, mainly SQL Server. Including maintaining large volumes of data using manual and automated techniques for investigation and resolution of data quality issues. Be familiar with data management, analysis, and reporting within an MS SQL server environment. Ability to work with SSIS Packages, SSRS platforms, SQL Query Scripting, Data Analyticso Creation and running reports using BusinessObjects, Crystal Reports, and SQL Server Reporting Services.o Familiar with Ignitiono Must be a U.S. citizen for this project positiono Bachelor's degree in Computer Science, Computer Engineering, Information Systems, or an equivalent field (preferred)"
https://www.ziprecruiter.com/k/l/AAJlhEFJ0Y3Ux586XpwYLR092BTmXVrVlCoEXGae8OYGcpxwdL_kvcieuXyMOVM3t9XXUObzuIl1L_WgbqruitXRvaAlH4Xe6yZU35c4hRBCNz7tSpm8H-viCIkoFEaYFh_cHNZiW9pewqGbMbgHPqs_9orxamhz4klSoiYSt1kR4z5uQduAOJD42LC4hgMaCr6RtlPOigHwMi5ttKE7Nw,zip_recruiter,--SW Engineer 1 (KA),SimIS Inc.,,"Portsmouth, VA, USA",fulltime,2023-12-04,yearly,55000,65000,USD,,0,,,"SimIS, Inc., an innovative information technology solution Veteran-Owned Small Business (VOSB), is currently seeking a talented, experienced professional with demonstrated experience in the noted position. Software Engineer I (Embedded Systems SW Developer) Job Description – Requirements and ResponsibilitiesIs a Software Engineer 1 reporting to the Prime PM and R&D Principal and working collaboratively with the Seaboard Lab team, the incumbent will possess the following qualifications: Works on technical projects, as assigned; and provides support for software development best practices.Research, design, create, and develop on embedded systems using software engineering best practices and standards for systems containing complex mathematical algorithms; support development of software prototypes and technical documentation (e.g., specifications) related to mobile applications, web-based applications and simulations; evaluate R&D prototypes, technical documents, and proposals.Knowledge and experience with programming languages (e.g., JavaScript, Python, C/C++, C#), web apis such as REST, markup languages (HTML, HTML5, XML), web simulation/games (e.g., 3D graphics, shaders, rendering, data), web applications (e.g., HTTP, SQL, cloud servers, operating systems) and an ability to find and fix software bugs.Ability to adhere to version control practices and software (e.g., with SVN or a Git server like GitHub) and cloud-based technologies (e.g., VMware, Docker). Using and familiarity with learning sciences (e.g., instructional design, learning theories) is desired.Perform other related duties as assigned.Office environment. Some travel (10%) may be required.Experience, Skills and QualificationsAt least 2 years of industry experience in embedded systems or similar Requires at least a Bachelor’s degree in Computer Science, Computer Engineering, or equivalent. Development experience with ROS and/or RTOS software (e.g., FreeRTOS)Understanding of SLAM methodologiesFamiliarity with systems communications protocols such as I2C, SPI, UART and/or CAN interfacesCapable of developing on Linux/Ubuntu and Windows platformsFamiliarity with version control (GitHub) and CI/CDKnowledge of existing communications technologies and software.Competence and skill to write (prose, editing, proofreading and presentation) and provide oral communications, especially the ability to articulate complex situations and approaches and to effectively communicate to audiences with and without distributed learning experience.Professional Candidate must have a U.S. citizenship.  Powered by JazzHRSe5LWaPorP"
https://www.ziprecruiter.com/k/l/AALrUdeDkvqsk7bq2OCJtUykp6nPFS1NNzMicq7XNaYWHE2MmkWZluhoQUdFy7SJrmcxt3g3ALu9fugsUiaYJgOnnIiElBj_kOlLJcuUdQbf0tt_kPXIwkO8MyzowU7X6Ty_moKsbJg9V8HJm4whIzU7QoGLv6DicHDhFgPKrCMg0gS13g2-3dmmhNn0uABjJkTVZ-mJQRO_jFh3XqWiTVE,zip_recruiter,SOFTWARE ENGINEER/DEVELOPER II,VSolvit,,"Chesapeake, VA, USA",,2023-12-04,yearly,70000,94000,USD,,0,,,"Job SummaryA Software Developer is part of a team that creates software using a wide variety of tools and applications. Developers are expected to be proficient in core software development principles and methodologies. They must be able to break requirements down into appropriately sized objects, classes or methods that are consistent with the established enterprise architecture. Developers are also able to quickly troubleshoot and resolve application issues and make recommendations to improve performance and reliability. They are also able to review requirements and estimate accurate development hours and schedule costs. As with any position, additional expectation exist. Some of these are, but are not limited to, adhering to normal working hours, meeting deadlines, following company policies as outlined by the Employee Handbook, communicating regularly with assigned supervisor (s), and staying focused on the assigned tasks including company meetings, and completing other tasks as assigned. Additional expectations exist, which include, but are not limited to:Adhering to typical working hoursMeeting deadlinesFollowing company policies as outlined by the Employee HandbookCommunicating regularly with assigned supervisorStaying focused on the assigned tasks.Completing other tasks as assigned Technical SkillsProficient in C#, Microsoft .NET and other object-oriented programming languagesProficient in T/SQL, P/SQL and LINQ to SQLThoroughly test developed code to minimize errorsDevelop, test, and implement new software programsWrite complex code and participate in code reviews Perform system design, upgrades, and maintenance according to business needs.Maintain system documentation.Follows established UI/UX and software coding standards ResponsibilitiesParticipate in the SAFe Agile Scrum team environment with a focus on planning and delivering changes iteratively.Review requirements and develop accurate estimates.Maintain knowledge of new developments in core technologiesWorks closely with other team members to ensure requirements are thoroughly understood and the application is complete with a seamless look and feelWork independently or in teams with minimal supervisionEffectively communicate with customers and other team membersTakes ownership of system and software to ensure minimal defectsProactively recommend alternative processes, technologies, or implementations to improve system performance or reduce time and cost.Help troubleshoot and resolve production issues  Basic QualificationsUS CitizenshipMust have an active DOD Secret ClearanceMust have Level 1 or higher IAT Certification (A+ CE, Security+, CCNA-Security, CND, Network+ CE, SSCP)Bachelor’s degree (BA/BS) in Information Systems, Computer Science, or another related fieldDemonstrated experience working with development tools like Visual Studio, SQL Server Management Studio, Jira, Jama, Confluence, BitbucketDemonstrated strong analytical and problem-solving skillsProficient computer skills and ability to use word processing tools, i.e. Google Docs Preferred QualificationsMinimum 6 years Software Development experienceDemonstrated ability to troubleshooting and resolving database integrity, performance, blocking/deadlocking, connectivity, and security issuesMS SQL Server and Oracle experience is a plusDemonstrated ability to communicate effectively with users, project teams, and management.Demonstrated ability to work on a variety of problems of moderate scope and complexity where analysis of the situation or data requires thorough identification of factors and analysis of impact.Demonstrated ability to respond to significant inquiries from users.Demonstrated ability to define problems, collect data, establish facts, and draw valid conclusions Company Summary:Join the VSolvit Team! Founded in 2006, VSolvit (pronounced 'We Solve It') is a technology services provider that specializes in cybersecurity, cloud computing, geographic information systems (GIS), business intelligence (BI) systems, data warehousing, engineering services, and custom database and application development. VSolvit is an award winning WOSB, CA CDB, MBE, WBE, and CMMI Level 3 certified company. We offer a customizable health benefits program that best meets the needs of its employees. Offering may include: medical, dental, and vision insurance, life insurance, long and short-term disability and other insurance products, Health Savings Account, Flexible Spending Account, 401K Retirement Plan options, Tuition Reimbursement, and assorted voluntary benefits. Our goal is to grow together and enjoy the work that we do as a team. VSolvit LLC is an Equal Opportunity/Affirmative Action employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status."
https://www.ziprecruiter.com/k/l/AAKE-ik2bf3U16bh6yxAgecdYMMnsnB7qIJdjp3xL_zQCsksOVzJZ9aL1Bz9XlYTyZoFoDdDDtoQrSt2zKCqj1KKs39GM9glq-_s0FLz7xj2R69lm2Dq3x8HI0WF6crFV3736Z2xd5dpMnstOfk5Hx5jPTE-H0umxM3ie5CFFWZaxaRvQ2McLUf4cOJOrWq5NbG64XNb3Xyzce-SmM9IF4w,zip_recruiter,Software Engineer,EMG Acquisitions,,"Virginia Beach, VA, USA",,2023-12-04,yearly,65000,80000,USD,,0,,,Familiarity with version control (Git/Azure DevOps). * Knowledge of web security and best practices. * Excellent problem-solving skills. * Strong communication and teamwork abilities. Benefits
https://www.ziprecruiter.com/k/l/AAKJNNpeusdzu2vNkVMbC-x_7gqogxGvFEKUIRi6-c5zQpsmRZlG3cfFyGfgMNE1kns43nbQFlCL8rFVjNlILIY3Q4f3XaBfjfGiU-QahzTJMip66RYR9de2cbMc1oBPEkTFXCjemX3NCVkdB9Ys8myW22k7QTUwtjaxMSkJhIRMMnkyk6KUvMnR_-HSi8O8elyBA3r0a7IvEe7qOaEOQ8rm7dVQiaxFpAir,zip_recruiter,Software Engineer,Emprise Corporation,,"Chesapeake, VA, USA",fulltime,2023-12-04,,,,,,0,,,"Emprise Corporation is a fast-growing company that has been serving government and commercial clients for over 35 years. Emprise is the industry leader in Predictive Maintenance and Condition Monitoring by offering a wide set of capabilities that allow us to provide premier products and services that help our clients operate more effectively and efficiently. We’re seeking an experienced Software Engineer who will be part of a highly skilled, dedicated team focused on delivering challenging and high value projects. This individual will join our software development team in our Chesapeake, Virginia office. Responsibilities: Programming: Writing computer programs for various purposes Application Analysis: Determining how an application should work and how changes in conditions, operations, and the environment will affect outcomes Judgment and Decision Making: Considering the relative costs and benefits of potential actions to choose the most appropriate one Complex Problem Solving: Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions  Desired Qualifications:Requires knowledge of web technologies and tools such as React, Angular, AngularJS, typescript, CSS, SCSS, Java, Spring, XML, JavaScript, JSP, Python, AJAX, HTML, PERL, PHP, SQL, C#, and C++Develop individual relationships by listening, sharing ideas, and appreciating others' effortsHighly organized and Detail-orientedExcellent time-management skills with ability to accurately prioritize tasks, multitask, and move multiple projects forwardAbility to learn and adapt to new technologies quicklyCapable of effectively communicating ideas verbally and through written media.Adequate problem solving and decision-making skillsAbility to work independently and in a team environmentEscalate project issues to appropriate leadershipAccurately estimate task duration and meet schedulesExperience working in an Agile environment and knowledge of key Agile principlesKnowledge of Test-Driven Development methodologiesMust be able to obtain and maintain a DOD Security Clearance Bachelor’s degree & 2 Years Experience or 6 years of related experience "
